Player,Team,Position,Age,Market value,Contract expires,Minutes played,Passport country,Foot,Height,Weight,On loan,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",PAdj Sliding tackles,PAdj Interceptions,Fouls per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %","Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,Lateral passes per 90,Short / medium passes per 90,Long passes per 90,"Average pass length, m",xA per 90,Shot assists per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %"
A. Bamba,Nantes,"RW, LW, LAMF",26,2000000,2024-06-30,783,"France, Mali",right,176,68,no,3.56,48.39,1.49,30.77,1.17,2.33,0.57,0.19,1.49,46.15,15.385,41.67,5.75,62,1.84,2.07,27.47,1.03,37.47,79.45,9.2,68.75,8.74,11.38,34.48,1.95,17.27,0.09,1.38,3.91,55.88,2.76,45.83,1.03,0.57,4.83,85.71
A. Kalimuendo Muinga,Lens,"CF, LWF, LW",18,2000000,2024-06-30,522,"France, Congo DR",right,175,63,yes,1.21,28.57,1.03,33.33,0.23,0.92,0.86,0.37,2.41,42.86,28.571,0,4.14,58.33,3.45,0.52,15.86,0.86,20.52,77.31,3.45,75,6.38,4.66,18.45,0.34,16.89,0,0.52,1.03,83.33,1.38,50,1.03,0.17,1.9,72.73
D. Kutesa,Reims,"RW, LW, RAMF",23,2000000,2023-06-30,409,"Switzerland, Angola",right,176,67,no,8.14,54.05,1.98,22.22,0,1.79,1.76,0.09,0.88,25,0,25,7.26,51.52,2.42,4.4,13.2,1.1,13.86,76.19,2.64,66.67,3.3,4.4,12.1,0.22,12.19,0.06,0.66,1.1,80,1.1,40,0.44,0.22,0.88,100
D. McGoldrick,Sheffield United,"CF, AMF",33,2000000,2022-06-30,791,"England, Republic of Ireland",right,183,74,no,4.21,45.95,6.37,33.93,0.12,2.71,1.93,0.24,1.93,41.18,23.529,18.18,3.19,57.14,2.5,0.68,19.91,1.14,26.74,76.17,7.17,57.14,5.92,7.4,24.46,1.02,15.83,0.08,0.46,1.93,76.47,1.82,25,0.8,0.23,2.73,58.33
T. Coulibaly,Stuttgart,"CF, RWB, LWB",19,2000000,2023-06-30,673,France,left,175,72,no,6.95,53.85,2.94,27.27,0,3.55,2.01,0.16,1.47,63.64,18.182,33.33,8.56,40.63,4.01,3.48,15.78,2.27,22.2,75.9,3.88,68.97,6.15,6.82,19.39,0.8,16.02,0.15,0.67,0.94,85.71,1.74,38.46,0.53,0.53,2.41,72.22
A. Hahn,Augsburg,"RW, CF",30,1800000,2022-06-30,549,Germany,right,185,80,no,6.56,60,6.89,45.24,0.62,2.95,1.8,0.22,1.8,54.55,27.273,20,2.13,53.85,2.95,0.16,12.95,2.3,18.36,71.43,4.1,60,4.43,5.41,16.23,1.31,16.6,0.03,0.49,1.8,45.45,1.97,50,0.82,0.16,1.8,72.73
M. Destro,Genoa,CF,29,1800000,,507,Italy,right,182,80,no,4.79,48.15,4.79,51.85,0.2,2.43,2.13,0.49,2.49,71.43,28.571,0,2.84,43.75,3.2,0.71,6.75,1.07,9.94,73.21,1.6,11.11,2.31,3.91,9.23,0.71,10.44,0.03,0.36,0.71,25,0.18,100,0.18,0,1.78,40
R. Insigne,Benevento,"RWF, RW, AMF",26,1800000,2021-06-30,834,Italy,left,171,65,no,3.99,54.05,1.4,15.38,0,2.46,0.65,0.27,1.94,33.33,11.111,28.57,2.7,56,3.24,0.97,18.13,1.29,24.28,83.56,3.88,61.11,7.99,7.66,22.34,1.19,16.05,0.18,1.62,1.83,64.71,2.59,62.5,1.83,0.22,3.02,82.14
S. Becker,Union Berlin,"RW, RAMF",25,1700000,2023-06-30,854,"Netherlands, Suriname",right,180,70,no,3.9,48.65,2.42,13.04,0,2.8,1.48,0.17,2.63,24,4,39.02,3.9,56.76,3.48,2.63,15.81,1.9,24.56,69.53,5.27,56,6.01,8.54,19.18,1.69,18.65,0.16,1.26,1.37,61.54,2.95,57.14,0.42,1.9,4.95,63.83
F. Quagliarella,Sampdoria,CF,37,1600000,2021-06-30,1020,Italy,right,180,79,no,1.76,35,3.18,30.56,0.19,1.3,1.41,0.52,2.82,37.5,21.875,25,1.15,53.85,3,0.44,10.15,1.68,15.35,70.69,2.74,51.61,4.24,5.47,13.15,1.68,17.76,0.06,0.53,1.32,66.67,0.79,44.44,0.44,0.09,1.41,62.5
Edgar Méndez,Deportivo Alavés,"RW, RWB",29,1600000,2022-06-30,856,Spain,right,187,78,no,7.89,44,3.57,58.82,0.63,3.53,2.31,0.19,0.95,44.44,22.222,53.85,2.73,42.31,2,1.16,10.93,2.63,18.71,60.67,4.52,44.19,4.21,6.2,13.98,2.31,19.52,0.2,1.05,0.95,44.44,2.21,66.67,0.53,1.26,3.68,51.43
P. Capelle,Angers SCO,"RW, LDMF, AMF",33,1600000,2021-06-30,784,France,left,181,73,no,8.95,57.69,4.94,46.51,0.54,6.92,1.15,0.19,1.49,23.08,15.385,50,2.76,54.17,1.49,0.46,27.21,0.57,40.98,87.68,12.05,81.9,7.35,14.69,38.34,1.72,16.4,0.12,1.03,4.13,83.33,1.61,64.29,0.57,0.46,6.43,75
S. Skrzybski,Schalke 04,"RAMF, RWF, RW",28,1600000,2021-06-30,386,Germany,right,175,70,no,4.66,40,2.1,33.33,0,5.74,0.7,0.28,1.87,25,0,20,1.17,80,2.33,0.93,14.69,1.4,21.22,61.54,6.76,51.72,5.13,4.2,15.85,3.03,19.62,0.05,0.47,3.26,42.86,2.33,40,0.47,0.47,3.96,64.71
C. Jean,Lens,"CF, RW",25,1600000,2023-06-30,367,France,right,170,70,no,5.64,52.17,3.68,40,0,1.72,1.47,0.2,2.45,70,0,66.67,3.92,43.75,3.19,1.47,17.66,1.96,23.79,80.41,4.41,55.56,7.6,6.87,20.84,0.74,15.97,0.08,0.98,0.98,25,2.45,60,0.98,1.23,2.94,75
S. Córdova,Arminia Bielefeld,"LW, CF, LAMF",23,1600000,2025-06-30,571,Venezuela,right,188,87,yes,6.15,61.54,7.41,38.3,0.21,3.08,1.73,0.09,1.26,12.5,0,25,3.94,32,1.1,1.89,8.2,1.58,14.66,69.89,5.04,50,2.52,3.31,13.71,0.32,17.14,0.04,0.47,2.21,71.43,0.47,0,0,0.16,2.05,84.62
S. Okazaki,Huesca,"CF, AMF",34,1500000,2021-06-30,689,Japan,right,175,70,no,2.48,63.16,5.49,28.57,0.37,1.47,1.18,0.1,1.18,11.11,11.111,0,1.7,53.85,1.96,0.13,7.71,1.57,11.89,74.73,3,65.22,2.87,2.22,11.23,0,14.58,0,0,0.65,80,0.52,0,0,0,0.52,75
Dani Gómez,Levante,CF,22,1500000,2025-06-30,566,Spain,right,178,69,no,3.5,27.27,1.91,16.67,0.67,0.45,1.91,0.29,2.23,35.71,7.143,37.5,3.82,54.17,4.45,1.75,11.29,1.59,15.9,74,2.7,58.82,3.5,4.29,14.47,0.16,16.5,0.02,0.64,1.27,87.5,1.11,71.43,0.48,0.48,1.91,50
F. Orellana,Real Valladolid,"RW, AMF, LW",34,1500000,2022-06-30,988,"Chile, Spain",right,169,64,no,5.74,52.38,1.55,35.29,0.35,3.58,0.73,0.18,1.18,61.54,15.385,35.71,3.37,59.46,2.1,1.09,20.4,1.82,28.79,77.22,5.74,68.25,7.74,10.84,23.23,1.73,19.39,0.12,1.18,1.91,71.43,3.19,51.43,0.64,1.37,3.37,83.78
Marcos André,Real Valladolid,"CF, AMF",24,1500000,2023-06-30,878,"Brazil, Spain",right,184,78,no,3.18,32.26,9.74,35.79,0,2.39,1.85,0.32,2.15,38.1,14.286,0,3.49,64.71,2.26,1.13,8.1,2.87,10.66,64.42,1.85,55.56,2.36,3.9,10.05,0.21,16.78,0,0,0.92,33.33,0.62,0,0,0,0.82,100
Luis Rioja,Deportivo Alavés,"LW, LWB",27,1500000,2023-06-30,950,Spain,right,176,70,no,4.93,46.15,1.89,35,0,3.17,0.85,0.16,0.57,50,16.667,31.25,5.87,70.97,2.18,2.65,11.65,1.42,19.8,71.29,5.49,62.07,3.79,5.12,16.01,0.95,19.72,0.1,0.66,1.33,78.57,2.08,40.91,0.66,0.57,2.84,63.33
B. Yılmaz,Lille,CF,35,1500000,2022-06-30,1251,Turkey,right,188,80,no,3.17,27.27,5.9,36.59,0.35,2.03,1.65,0.45,2.66,54.05,18.919,16.67,1.65,43.48,3.6,0.86,16.62,1.51,20.86,78.62,2.66,59.46,7.34,5.76,19.42,0.65,14.26,0.15,1.08,1.01,64.29,1.08,33.33,0.94,0.14,1.58,68.18
M. Chahiri,Strasbourg,"LAMF, LW, CF",24,1500000,2024-06-30,603,"France, Morocco",right,180,77,no,6.12,70.73,2.99,40,0.19,2.71,0.3,0.18,2.09,28.57,14.286,0,7.31,44.9,1.34,1.64,16.72,1.49,26.87,73.89,8.51,73.68,7.91,6.42,24.33,1.19,16.28,0.03,0.6,3.58,58.33,1.79,50,1.49,0,4.03,81.48
Jorge Molina,Granada,"CF, AMF",38,1500000,2022-06-30,556,Spain,right,188,72,no,4.05,56,7.77,43.75,0.21,2.67,1.46,0.29,1.13,42.86,28.571,0,0.97,66.67,2.43,0,9.23,1.46,18.29,70.8,5.83,58.33,4.53,4.53,17.32,0.97,16.59,0.01,0.16,3.72,52.17,1.13,42.86,0.81,0,3.56,77.27
Nolito,Celta de Vigo,"LW, LAMF, LCMF3",34,1500000,2021-06-30,1160,Spain,right,175,73,no,6.13,50.63,1.71,31.82,0.46,5.88,1.86,0.29,2.25,48.28,10.345,30,3.26,38.1,2.72,1.47,21.65,0.93,29.56,74.28,11.09,65.03,5.74,8.53,25.99,2.79,17.1,0.13,1.4,4.5,68.97,2.87,59.46,1.78,0.47,6.91,76.4
J. Briand,Bordeaux,CF,35,1500000,2022-06-30,495,"France, Martinique",right,182,85,no,4,45.45,9.45,36.54,0.23,0.92,2,0.32,1.09,33.33,16.667,0,1.27,42.86,1.82,0.73,13.09,1.45,17.82,80.61,2.36,53.85,6.18,3.64,17.64,0,14.2,0.03,0.18,0.73,75,0.55,0,0,0,1.09,16.67
Joaquín,Real Betis,"RAMF, RW, LAMF",39,1500000,2021-06-30,773,Spain,right,179,75,no,2.45,52.38,1.51,30.77,0,4.39,0.23,0.03,0.58,60,0,46.67,2.56,54.55,1.86,3.26,34.81,2.45,44.94,87.56,10.25,79.55,11.64,12.69,41.68,1.75,16.79,0.26,1.98,4.66,87.5,2.79,75,1.75,0.58,6.52,87.5
Aitor Ruibal,Real Betis,"RW, RAMF, RB",24,1500000,2022-06-30,486,Spain,right,180,75,no,6.48,54.29,2.41,53.85,1.12,2.8,1.11,0.11,1.11,66.67,16.667,35.71,5.93,53.13,2.96,0.74,23.15,1.85,31.85,75.58,11.85,67.19,7.22,7.04,27.41,2.22,16.08,0.09,0.74,4.63,68,3.15,29.41,1.3,0.56,4.07,77.27
Adrián López,Osasuna,CF,32,1200000,2021-06-30,347,Spain,right,183,73,no,2.59,20,10.37,37.5,0,1.03,0.52,0.11,1.3,60,20,0,4.67,27.78,2.59,2.07,13.49,1.3,24.12,76.34,5.45,71.43,6.74,5.71,22.56,0.78,12.28,0.03,0.52,1.82,57.14,2.07,62.5,1.04,0,2.07,75
N. Roux,Nîmes,CF,32,1200000,2021-06-30,510,France,right,182,78,no,3.71,52.38,6,17.65,0,2.73,1.06,0.11,1.41,12.5,0,42.86,1.06,50,1.59,0.18,12,1.41,18.71,67.92,2.29,38.46,5.82,5.12,16.59,0.88,14.3,0.01,0.18,1.24,71.43,1.24,57.14,0.71,0.35,3.53,45
M. Zeegelaar,Udinese,"LB5, LWB",30,1200000,2022-06-30,746,"Netherlands, Suriname",left,186,84,no,8.08,61.19,3.26,51.85,1.27,4.39,1.69,0.01,0.36,0,0,30.3,4.22,51.43,1.21,1.09,21.96,0.97,30.52,78.26,10.62,77.27,6.27,8.69,24.37,2.29,20.34,0.04,0.24,2.9,70.83,2.77,60.87,0.36,1.21,6.51,83.33
F. Sotoca,Lens,CF,30,1200000,2023-06-30,1212,France,right,187,77,no,3.04,51.22,9.13,47.97,1.02,2.24,1.71,0.37,2.08,39.29,14.286,17.86,3.64,44.9,4.46,0.82,20.42,1.63,30.37,76.53,6.46,59.77,7.43,10.69,26.58,1.86,17.24,0.11,0.59,4.16,66.07,1.93,34.62,1.04,0.3,3.12,80.95
Jorge Pombo,Cádiz,"LW, LAMF, RW",26,1200000,2023-06-30,447,Spain,right,177,76,no,6.24,45.16,1.41,71.43,0.22,2.91,1.41,0.23,2.21,36.36,9.091,30,6.04,50,1.61,3.02,20.54,1.21,25.97,82.17,7.25,80.56,6.44,8.46,20.74,3.22,20.29,0.12,1.01,3.42,76.47,3.22,50,0.81,0.6,3.62,88.89
David Ferreiro,Huesca,"RW, RAMF, LAMF",32,1000000,2021-06-30,1123,Spain,right,170,63,no,6.33,44.3,1.04,23.08,0.85,3.7,2.32,0.06,1.04,53.85,7.692,31.08,5.85,60.27,1.52,2,22.84,2.56,33.66,68.33,9.94,60.48,6.33,11.54,24.2,3.69,19,0.29,2.48,3.61,55.56,5.69,43.66,0.88,2.16,6.81,68.24
Waldo Rubio,Real Valladolid,"RW, LAMF, RAMF",25,1000000,2022-06-30,366,Spain,left,182,75,no,8.61,54.29,2.21,0,0.28,3.3,1.48,0.27,2.46,20,10,25,3.69,40,1.48,1.23,16.23,0.74,25.33,71.84,8.85,69.44,4.18,7.38,21.15,2.46,19.16,0,0,3.69,80,0.98,50,0.49,0.25,6.39,69.23
Pedro León,Eibar,"RW, RAMF, RWF",34,1000000,2021-06-30,464,Spain,right,183,73,no,4.66,54.17,3.1,43.75,0,4.69,1.16,0.13,1.75,55.56,11.111,42.11,3.69,47.37,1.16,0.39,18.62,4.66,25.22,70,6.79,62.86,7.37,6.21,18.43,3.1,21.26,0.11,1.16,2.33,41.67,4.07,47.62,0.19,1.75,4.46,73.91
J. Cabot,Angers SCO,"RAMF, RW, LAMF",26,1000000,2023-06-30,555,France,right,164,64,no,8.76,55.56,1.3,12.5,1.04,2.6,1.3,0.15,1.3,37.5,12.5,41.18,6.16,39.47,2.43,2.11,23.84,2.43,34.22,72.99,10.05,61.29,7.14,11.51,29.19,2.27,19.17,0.07,0.49,3.89,62.5,2.59,43.75,0.81,1.14,7.62,61.7
E. Gyasi,Spezia,"LWF, RWF, RW",26,1000000,,1143,"Italy, Ghana",right,181,70,no,4.88,51.61,1.57,10,0.22,1.3,1.97,0.22,0.87,63.64,9.091,40,2.05,61.54,2.91,2.2,21.1,3.23,28.98,87.23,3.86,73.47,11.81,6.69,27.09,0.87,14.65,0.13,1.02,1.26,75,1.65,76.19,1.73,0.47,2.44,83.87
Tete Morente,Elche,"RW, LW",24,1000000,2024-06-30,1049,Spain,right,180,76,no,4.63,55.56,2.32,44.44,0.32,4.36,1.03,0.11,1.03,25,16.667,20,5.75,59.7,1.37,1.2,21.19,2.06,28.83,85.42,6.09,78.87,10.55,7.12,26.34,0.77,16.83,0.03,0.26,1.97,86.96,1.46,58.82,0.51,0.43,3.69,62.79
A. Scheidler,Dijon,CF,22,1000000,2024-06-30,370,France,right,192,89,no,3.16,69.23,10.22,30.95,0,0.84,1.46,0.16,1.7,28.57,14.286,0,0.97,25,2.19,0.24,10.7,2.68,15.32,76.19,1.95,50,4.38,4.38,15.08,0,14.34,0.04,0.73,1.22,40,0.49,100,0.73,0,0.49,100
N. Boujellab,Schalke 04,"CF, AMF, LCMF3",21,1000000,2022-06-30,434,Morocco,right,182,77,no,6.64,40.63,6.22,30,0.33,6.52,2.07,0.3,2.49,41.67,8.333,0,3.11,46.67,3.53,1.24,14.31,1.04,21.36,71.84,5.39,61.54,4.98,5.18,19.7,0.83,15.95,0,0.21,2.49,75,0.62,66.67,0.41,0,2.07,80
R. Philippoteaux,Brest,"LW, LAMF, RAMF",32,1000000,2022-06-30,503,France,right,170,66,no,5.19,51.72,0,0,0.74,4.18,0.72,0.22,1.43,37.5,25,40,6.08,32.35,2.33,1.25,20.4,1.25,27.55,70.78,8.95,58,4.83,7.16,23.98,2.15,16.55,0.12,0.89,3.4,68.42,2.68,46.67,0.89,0.36,5.01,75
S. Banza,Lens,CF,24,1000000,2023-06-30,657,"France, Congo DR",right,189,77,no,3.01,36.36,8.9,43.08,0.36,2.71,1.92,0.36,1.64,58.33,16.667,42.86,2.19,62.5,3.29,0.96,11.37,1.64,15.34,78.57,2.05,53.33,5.62,4.93,14.25,0.14,15.48,0.07,0.55,0.82,66.67,0.96,42.86,0.41,0.41,1.37,60
W. Tchimbembé,Metz,"LAMF, LCMF3, LW",22,1000000,2024-06-30,399,"France, Congo",left,174,74,no,4.96,54.55,1.58,57.14,0,4.66,0.68,0.15,1.13,20,0,33.33,0.9,25,1.35,0.23,27.74,0.23,39.25,82.76,9.02,77.5,5.19,16.69,36.32,1.58,17.38,0.06,0.23,4.06,88.89,0.9,50,0.23,0.23,3.16,71.43
Roberto Soldado,Granada,CF,35,1000000,2021-06-30,676,Spain,right,180,72,no,3.06,52.17,3.86,13.79,0,1.99,0.8,0.38,1.73,30.77,23.077,8.33,0.53,0,4.13,0.8,10.12,1.86,18.91,64.08,3.73,46.43,5.06,5.99,16.24,1.07,16.18,0.05,0.4,1.46,54.55,1.6,33.33,1.07,0.4,1.33,80
F. Klos,Arminia Bielefeld,CF,33,1000000,2021-06-30,1169,Germany,right,194,93,no,2.85,51.35,11.16,46.9,0.09,2.14,1.62,0.17,1.23,56.25,12.5,31.25,1.62,57.14,2.31,0.62,9.78,4.08,16.71,65.44,3.85,48,4.08,5.54,14.7,0.92,16.5,0.04,0.46,2,57.69,1.39,27.78,0.38,0.31,2.23,62.07
C. Soukou,Arminia Bielefeld,"RW, LAMF, LW",28,1000000,2021-06-30,418,"Germany, Benin",right,185,85,no,4.95,65.22,1.08,40,0.55,2.75,1.29,0.06,0.86,25,25,50,3.01,28.57,0.43,1.08,13.35,0.86,19.59,86.81,4.09,57.89,9.04,3.66,18.3,0.86,16.57,0.02,0.22,1.51,71.43,0.43,50,0,0.22,1.94,77.78
J. Le Douaron,Brest,"LW, RW, LAMF",22,1000000,2021-06-30,567,France,left,187,78,no,8.57,57.41,5.56,48.57,0.43,5.14,1.9,0.15,1.27,50,0,50,3.65,30.43,2.54,1.27,13.49,1.75,17.46,78.18,2.7,64.71,5.4,6.51,14.29,1.27,15.37,0.04,0.63,0.95,83.33,1.11,57.14,0.16,0.63,2.38,66.67
E. Mor,Celta de Vigo,"CF, RWF",23,1000000,2022-06-30,407,"Denmark, Turkey",left,169,60,no,5.97,74.07,1.99,44.44,0.33,2,1.11,0.03,1.33,33.33,0,0,7.74,65.71,1.99,1.99,10.84,0.66,17.69,80,2.65,66.67,5.75,5.09,16.81,0.22,12.63,0,0,2.21,90,0.44,50,0.22,0.22,0.66,100
Álvaro Negredo,Cádiz,CF,35,1000000,2021-06-30,833,Spain,left,186,84,no,1.4,61.54,10.91,52.48,0.31,1.22,0.76,0.39,1.84,52.94,17.647,20,1.62,53.33,2.92,0.54,8.54,1.73,15.45,63.64,3.35,58.06,4.97,3.57,13.4,1.51,17.3,0.14,0.65,1.84,58.82,1.3,50,0.76,0.11,2.05,84.21
F. Malbašić,Cádiz,"CF, LW, AMF",28,1000000,2023-06-30,472,Serbia,left,182,78,no,6.1,46.88,7.25,15.79,0,2.01,1.91,0.07,0.76,0,0,16.67,2.86,60,1.33,1.91,8.77,0.57,12.97,58.82,3.43,55.56,3.24,3.43,10.3,0.57,19.25,0.12,0.19,1.91,50,1.33,28.57,0.19,0.38,1.72,77.78
Alberto Perea,Cádiz,LW,30,1000000,2023-06-30,538,Spain,right,177,74,no,7.19,74.42,1,16.67,0,4.29,0.33,0.12,2.34,7.14,0,26.67,11.38,55.88,1.17,4.01,20.58,0.84,30.11,79.44,8.2,69.39,6.02,9.54,25.76,1.84,18.2,0.12,0.5,4.01,66.67,2.51,33.33,0.33,0.84,5.35,78.13
M. Nzola,Spezia,CF,24,900000,2023-06-30,874,"France, Angola",left,185,82,no,2.27,45.45,4.12,25,0.15,2.93,1.96,0.41,1.96,42.11,36.842,0,2.27,59.09,4.32,1.34,15.14,3.91,21.83,87.26,2.16,61.9,7.83,7.72,20.8,0.82,14.43,0.15,1.34,1.34,92.31,0.62,50,1.03,0,1.03,90
L. Boyé,Elche,CF,24,900000,2022-06-30,782,"Argentina, Italy",right,183,80,yes,5.64,36.73,3.57,25.81,0.62,2.47,3.34,0.22,1.61,50,21.429,0,3.45,36.67,2.42,1.04,10.36,1.27,17.49,81.58,3.45,76.67,4.49,4.14,17.26,0.23,12.34,0,0,1.5,92.31,0.35,100,0.46,0,1.5,76.92
Fidel,Elche,"LB5, LCMF, LW",31,800000,2022-06-30,1036,Spain,left,180,75,no,8.34,58.33,1.22,42.86,0.2,4.18,1.04,0.13,0.43,60,60,46.43,6.6,50,1.04,1.22,29.88,0.69,39.96,80,12.77,67.35,8.51,12.25,34.31,3.47,18.26,0.18,1.3,4.08,68.09,2.08,50,0.35,0.96,6.6,65.79
Jairo Izquierdo,Cádiz,"LW, RW, CF",27,800000,2022-06-30,457,Spain,left,165,64,yes,6.11,51.61,1.38,42.86,0,3.64,0.98,0.01,0.59,33.33,0,41.67,2.76,42.86,0.39,1.18,13.59,0.98,23.63,72.5,6.5,57.58,5.91,7.09,19.89,1.58,17.11,0.03,0.2,3.15,56.25,2.76,50,0.2,0.98,4.53,65.22
L. Gueye,Metz,"RW, RAMF",22,750000,2024-06-30,606,Senegal,right,178,74,no,6.39,65.12,4.6,32.26,0.48,3.49,1.04,0.22,2.08,35.71,7.143,23.53,4.9,39.39,3.27,1.93,19.46,2.82,24.21,78.53,5.35,75,8.02,5.2,20.64,1.19,14.16,0.2,0.89,1.49,70,1.63,27.27,0.3,0.45,2.23,93.33
Pere Milla,Elche,"CF, LW, LCMF",28,600000,2022-06-30,923,Spain,left,184,72,no,5.56,56.14,3.9,45,0.23,3.98,1.37,0.14,0.88,33.33,11.111,40,2.15,45.45,1.37,0.98,17.36,1.56,25.06,74.71,5.27,48.15,8.19,6.53,23.3,1.27,14.59,0.06,0.68,2.54,38.46,1.17,58.33,0.59,0.29,2.63,51.85
P. Yade,Metz,"LW, LAMF, CF",20,600000,2024-06-30,421,Senegal,left,185,76,no,7.05,48.48,3.42,18.75,0.26,2.82,3.85,0.12,1.92,33.33,11.111,21.43,8.34,35.9,2.99,2.99,13.04,1.71,21.38,70,5.13,70.83,4.49,7.48,16.67,1.92,17.2,0.14,1.71,1.92,44.44,2.14,50,0.64,0.64,3.42,75
W. Singo,Torino,"RB5, RWB, RB",19,500000,2022-06-30,689,Côte d'Ivoire,right,190,79,no,7.58,48.28,3.66,71.43,0.15,5.57,1.44,0.01,0.26,0,0,28,8.23,58.73,1.04,3.13,23.12,3.92,32.92,78.97,7.97,70.49,5.49,12.28,27.3,2.35,16.84,0.16,0.52,2.35,50,2.74,28.57,0.13,1.04,4.44,70.59
Josán,Elche,"RW, RB5",31,500000,2022-06-30,992,Spain,right,175,68,no,5.17,50.88,0.64,28.57,0.75,5.77,1,0.08,0.64,57.14,28.571,23.68,6.8,68,0.82,2.18,25.31,2,36.29,79,10.16,73.21,7.26,10.71,31.12,1.91,17.31,0.07,0.64,2.72,70,2.27,32,0.09,0.73,4.99,67.27
M. Zerkane,Bordeaux  II,"RAMF, RW",21,500000,2024-06-30,607,Algeria,left,175,58,no,6.67,46.67,2.67,33.33,0.19,3.23,1.63,0.07,0.89,50,0,33.33,3.56,50,1.78,2.08,33.66,1.48,42.26,88.42,12.31,78.31,8.01,12.9,40.03,1.78,15.02,0.09,0.74,6.38,79.07,1.48,60,1.04,0.15,5.63,78.95
G. Pandev,Genoa,"CF, AMF",37,400000,2021-06-30,679,"North Macedonia, Italy",left,184,75,no,2.25,52.94,2.78,33.33,0.31,1.07,0.93,0.13,0.93,42.86,14.286,0,1.72,30.77,2.12,1.06,15.77,0.93,24.39,77.72,5.7,62.79,4.24,9.01,22.8,0.93,14.86,0.05,0.53,2.78,52.38,1.46,45.45,1.19,0,1.86,78.57
R. Palacio,Bologna,CF,38,400000,2021-06-30,1242,"Argentina, Spain",right,176,70,no,2.54,34.29,3.33,45.65,0.47,2.36,1.52,0.23,1.67,43.48,4.348,17.78,6.16,55.29,4.78,3.19,20.22,2.25,29.64,76.28,4.71,63.08,8.99,9.35,25.51,1.01,17.47,0.06,0.87,2.17,70,2.61,41.67,1.45,0.65,3.26,88.89
F. Sammaritano,Dijon,"RAMF, LAMF, CF",34,325000,2021-06-30,554,France,right,162,64,no,5.52,55.88,1.95,8.33,0.21,2.48,0.65,0.04,0.49,66.67,0,36,1.95,58.33,2.27,1.3,25.83,2.11,32.33,79.9,10.07,80.65,6.17,9.58,26.97,1.46,20.41,0.08,1.14,2.92,77.78,3.57,50,0.32,1.46,4.55,85.71
S. Schipplock,Arminia Bielefeld,"CF, AMF",32,300000,2021-06-30,485,Germany,right,186,84,no,8.91,47.92,5.01,37.04,1.08,2.81,3.71,0.22,1.67,44.44,11.111,0,2.23,58.33,2.6,2.04,9.65,2.04,18.56,57,6.12,45.45,3.15,4.82,17.07,0.37,15.5,0.04,0.37,2.78,66.67,0.93,0,0.19,0,2.78,46.67
